created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sat Aug 05 22:56:49 +0000 2023;1687960880133423104;"@abwnews_ Nnti ggal capres anies 🤣🤣🤣 anies masuk bursa wakil prabowo sma" rocky ank buah prabowo dan anies mnghina asli pribumi aj";0;0;0;2;in;1052023466877042688;1687752403855241222;aday76488718;https://twitter.com/aday76488718/status/1687960880133423104
Sat Aug 05 22:56:38 +0000 2023;1687960836470628352;"Pemilu 2024:dukungan partai pada pencapresan sebenarnya tak menentukan jika ada figur capres benar2 disukai rakyat.peran partai misal PDIP sekilas nampak hampir semua rakyat jadi anggot PDIP sedang faktanya prosentasi hanya sebagian rakyat saja.juga Nasdem yang gencar sosialisasi";0;0;0;0;in;1560870618081685505;1687960836470628352;Donisetiyawana1;https://twitter.com/Donisetiyawana1/status/1687960836470628352
Sat Aug 05 22:55:22 +0000 2023;1687960515363090432;"@KompasTV Itulah kehebatan capres ini gerak cepat salah benar nanti";0;0;0;0;in;1680115155445895168;1681609971631546368;MoyaAnak1167;https://twitter.com/MoyaAnak1167/status/1687960515363090432
Sat Aug 05 22:55:01 +0000 2023;1687960427760918528;"#MisteriPemiluCurang2019  Capres Anies Rasyid Baswedan? tnp kampanye? insyaa Allah menang, jk KPU independen / amanah di pilpres 2024.Utk itu parpol pengusung Anies fokuslah utk hentikan diduga KPU curang. No quick count.KPU pusat cukup rekap hasil hitung manual pd tiap provinsi. https://t.co/P9DpMYJ9d3";0;0;2;5;in;1482600556669460485;1687960427760918528;ForRezim;https://twitter.com/ForRezim/status/1687960427760918528
Sat Aug 05 22:54:56 +0000 2023;1687960409050116096;"Kader-kader PSI selalu mengaitkan kemana telunjuk Pak Owi mengarah soal capres 2024, pertanyaannya apa kader PSI buta dan tuli, sudah jelas PDIP nyapreskan GP sedangkan Pak Owi kader PDIP. https://t.co/pPlZEpyOg4";0;0;0;1;in;1449222685678968837;1687960409050116096;ebe_ganzo;https://twitter.com/ebe_ganzo/status/1687960409050116096
Sat Aug 05 22:51:32 +0000 2023;1687959550442553344;"@PDI_Perjuangan Ini capres di tekankan untuk landasan kesejahteran rakyat 😟tapi pada waktu dia president tak ada kesejahteraan rakyat yg ada kesusahan rakyat😮Ignorantly";0;0;0;0;in;483473604;1687328948378869760;jmelive;https://twitter.com/jmelive/status/1687959550442553344
Sat Aug 05 22:48:07 +0000 2023;1687958690383773696;"@AnakLolina2 Asal ngebacot tapi gak dipikirin. Kelihatan banget bodohnya Gak memahami dan menguasai materi. Apalagi soal proyek nasional dan proyek investasi baik swasta dan bumn/bumd.  BODOHNYA CAPRES SEBELAH.  #Aniscapresbodoh #Anisbaswedanbodoh #Anisgakpantasjadipresiden #Anispintarbacot";0;0;0;0;in;1243960837867368448;1687054952886415361;TalibAlen;https://twitter.com/TalibAlen/status/1687958690383773696
Sat Aug 05 22:47:10 +0000 2023;1687958453959180288;"Saat toko sebelah sedang meributkan penghinaan pujaannya yg hampir expired koalisi perubahan tetep fokus konsolidasi &amp  sosialisasi untuk kemenangan Capres 2024😁";0;0;0;0;in;2537297154;1687958453959180288;suharjo99;https://twitter.com/suharjo99/status/1687958453959180288
Sat Aug 05 22:45:45 +0000 2023;1687958097963421696;"Setidaknya pilpres 2024 akan diikuti oleh dua capres alumnus UGM lagi namun ijazahnya tidak perlu diragukan";0;0;0;8;in;230040721;1687958097963421696;Hakim_Emkah;https://twitter.com/Hakim_Emkah/status/1687958097963421696
Sat Aug 05 22:42:22 +0000 2023;1687957246188433408;"Kabar Koalisi PKB dan Gerindra Retak, Cak Imin Lelah Tunggu Prabowo, Sinyal Merapat ke Ganjar  #Pilpres2024 #capres #cawapres #MuhaiminIskandar #CakImin #PKB #Gerindra #Prabowo #Ganjar  https://t.co/hISzAEVu4H lewat @tribunkaltim";0;0;0;0;in;103551225;1687957246188433408;tribunkaltim;https://twitter.com/tribunkaltim/status/1687957246188433408
Sat Aug 05 22:40:50 +0000 2023;1687956859309993984;"@Yom_N_Friends Tdk pernah berani menampilkan capres, hanya cari aman dan nempel dikekuasaan, pdhl partai besar, tapi nyali mengkeret, cemen golkar ‼️";0;1;0;1;in;852327811;1687511951948312576;rahmaniarbaftim;https://twitter.com/rahmaniarbaftim/status/1687956859309993984
Sat Aug 05 22:37:15 +0000 2023;1687955955693375488;"@Dennysiregar7 Cap politik dinasti ke Jokowi dan keluarga ..sdh terjadi sejak Gibran dan Bobby masuk politik. Jangan dilebayin deh .. dikaitka dg copras capres...🥱😸";0;0;0;0;in;60247886;1687841812780843009;yanLebert;https://twitter.com/yanLebert/status/1687955955693375488
Sat Aug 05 22:36:19 +0000 2023;1687955722393583616;"@Uki23 Kan gak lucu ya bang cuma gegara kunjungan capres aja pecah 😐";0;0;0;0;in;1021282979442667520;1687767278761492480;Jullianrizky;https://twitter.com/Jullianrizky/status/1687955722393583616
Sat Aug 05 22:35:20 +0000 2023;1687955474367578112;"Pemilu2024:capres kini hanya mengandalkan pencitraan saja dan dukungan parpol yang tak jelas arahnya";0;0;0;0;in;1560870618081685505;1687955474367578112;Donisetiyawana1;https://twitter.com/Donisetiyawana1/status/1687955474367578112
Sat Aug 05 22:34:09 +0000 2023;1687955177100521472;"Pemilu 2024:capres kini belum bisa diandalkan karena belum ada bukti mampu dan kinerja skala nasional masih lingkup regional";0;0;0;0;in;1560870618081685505;1687955177100521472;Donisetiyawana1;https://twitter.com/Donisetiyawana1/status/1687955177100521472
Sat Aug 05 22:30:57 +0000 2023;1687954371055611904;"Ayo Geruduk Kedutaan India! #india #capres https://t.co/jUKU37ZT01 via @YouTube";0;0;0;0;in;1425055447367753731;1687954371055611904;bahry_ar;https://twitter.com/bahry_ar/status/1687954371055611904
Sat Aug 05 22:22:19 +0000 2023;1687952198221844480;"Habib Aboe Soal Dukungan Capres: Setiap Partai Punya Hak Masing-masing https://t.co/SP9fhw2uuX";0;0;0;0;in;853578446387138560;1687952198221844480;PKSCikedokan;https://twitter.com/PKSCikedokan/status/1687952198221844480
Sat Aug 05 22:22:13 +0000 2023;1687952174251409408;"Kritisi Uji Materi Usia Capres/Cawapres, HNW: Kenegarawanan dan Konsistensi MK Diuji https://t.co/PXcPldZfXU";0;0;0;0;in;853578446387138560;1687952174251409408;PKSCikedokan;https://twitter.com/PKSCikedokan/status/1687952174251409408
Sat Aug 05 22:18:42 +0000 2023;1687951289630486528;"@VIVAcoid Jd inget salah satu kandidat capres di negri wkwkland";0;0;0;1;in;823598657027051522;1687764148153905152;yuwana_i;https://twitter.com/yuwana_i/status/1687951289630486528
Sat Aug 05 22:17:50 +0000 2023;1687951071476674561;"@Genzowa44114709 @SusilawatiSisi2 Betul bahkan setiap musim Pilpres banyak org terhormat jadi pemuja berhala, mengidolakan jagonya sampai menjual keimanannya, dulu ada yg bilang capresnya titisan Allah, skrg ada capres imam mahdi, kan efek politik praktis merusak moral";0;1;0;0;in;1442802876967907331;1687667098447949824;Wisang4321;https://twitter.com/Wisang4321/status/1687951071476674561
Sat Aug 05 22:15:16 +0000 2023;1687950426652725248;"@adearmando61 @HartaWidjaja1 @psi_id @prabowo Belum sih tunggu kl udah resmi jd capres kita liat bener udah gak apa masih tetep haha";0;0;0;0;in;1269122110300930052;1687648754047049728;gaksukaHoax;https://twitter.com/gaksukaHoax/status/1687950426652725248
Sat Aug 05 22:14:15 +0000 2023;1687950167088189442;"@PandoraOjo @AsambleaSV @AMuyshondt Holly cow, cada día más Buenos Lis chambres en el meson “Capres”";0;0;1;4;es;1269462051090399232;1687910289176473601;laurahe99222052;https://twitter.com/laurahe99222052/status/1687950167088189442
Sat Aug 05 22:12:25 +0000 2023;1687949707900051456;"@StefanAntonio__ Dompleng nama besar pak Jokowi utk kampanye, tapi giliran tdk dihadiri waktu deklarasi capres langsung melontarkan kata bajingan lewat Gerung. Haduhhhhh, kek gitu mo dipilih? 🤣🤣🤣🤣🤣";0;0;0;0;in;1606530198132125696;1687817449398530048;Jokond0;https://twitter.com/Jokond0/status/1687949707900051456
Sat Aug 05 22:10:30 +0000 2023;1687949225173413888;"Dukung Ganjar Pranowo Sebagai Capres RI 2024 #GanjarCapres https://t.co/C9vKsj6iCv";2;1;2;2;in;1583784388264853504;1687949225173413888;Tanduak17;https://twitter.com/Tanduak17/status/1687949225173413888
Sat Aug 05 22:10:23 +0000 2023;1687949194374627329;"Dukung Ganjar Pranowo Sebagai Capres RI 2024 #GanjarCapres https://t.co/8hrHYaNqdS";1;0;0;1;in;1583784388264853504;1687949194374627329;Tanduak17;https://twitter.com/Tanduak17/status/1687949194374627329
Sat Aug 05 22:10:17 +0000 2023;1687949171423326208;"Dukung Ganjar Pranowo Sebagai Capres RI 2024 #GanjarCapres https://t.co/CueJvCkKLF";1;0;0;1;in;1583784388264853504;1687949171423326208;Tanduak17;https://twitter.com/Tanduak17/status/1687949171423326208
Sat Aug 05 22:10:12 +0000 2023;1687949148639956993;"Dukung Ganjar Pranowo Sebagai Capres RI 2024 #GanjarCapres https://t.co/7xXPnKjdDj";0;0;0;1;in;1583784388264853504;1687949148639956993;Tanduak17;https://twitter.com/Tanduak17/status/1687949148639956993
Sat Aug 05 22:10:07 +0000 2023;1687949128662409216;"Dukung Ganjar Pranowo Sebagai Capres RI 2024 #GanjarCapres https://t.co/SQ5lbL6mkT";0;0;0;1;in;1583784388264853504;1687949128662409216;Tanduak17;https://twitter.com/Tanduak17/status/1687949128662409216
Sat Aug 05 22:06:05 +0000 2023;1687948113674436608;"@Dennysiregar7 Menurut saya, Ganjar yg terbaik dibanding capres yang lain. PDI-P yg paling nasionalis. Kalau ada oknumnya yg korupsi, ya namanya maling, suka nyusup kemana-mana";0;0;0;0;in;1147506532302516224;1687789591343120384;KenthirMbah;https://twitter.com/KenthirMbah/status/1687948113674436608
Sat Aug 05 22:05:08 +0000 2023;1687947872883585024;"@Dennysiregar7 Kenapa nggak sekalian capres aja, apalagi selama ini golkar dan pan menunggu putusan jokowi, jauh lebih baik";0;0;0;1;in;1280091487208792066;1687841812780843009;SyarifullahDja1;https://twitter.com/SyarifullahDja1/status/1687947872883585024
Sat Aug 05 22:05:05 +0000 2023;1687947861189853184;"@guszoomadijaya @tukangtagih_ @Paltiwest Itu  ormas piaraan  salah satu capres.";0;0;0;0;in;1556553245195370497;1687784449877147649;HarnadiHidayat;https://twitter.com/HarnadiHidayat/status/1687947861189853184
Sat Aug 05 22:00:46 +0000 2023;1687946774252605440;"Bien raro que no puedo leer el tuit del marero de Capres, parece que es otro al que no le gusta la libertad de expresión. https://t.co/Zsn8SPSRK4";0;0;0;0;es;2171737624;1687946774252605440;8VCRivas;https://twitter.com/8VCRivas/status/1687946774252605440
Sat Aug 05 21:59:39 +0000 2023;1687946495885189120;"@abwnews_ betul kenapa takut apalagi partai salah satu partai pendukung akan kabur menuju salah satu capres partai besar alamat kagak jadi nyapres 😂😂😂😂😂😂";0;0;0;0;in;764435744584704000;1687800092772974592;raibagus3;https://twitter.com/raibagus3/status/1687946495885189120
Sat Aug 05 21:57:54 +0000 2023;1687946052706709504;"@AnakPejabat2022 @CNNIndonesia Takut bgt kalian sama jokowi bahkan di akhir masa jabatannya. Terus nyerang dengan hoax ttg ijazah. Ini hanya akan menghambat sosok capres yg kalian dukung. Sebenarnya anda adalah duri bagu mrk";0;2;1;1;in;1411959155359817728;1687818632108429312;haxnsa_;https://twitter.com/haxnsa_/status/1687946052706709504
Sat Aug 05 21:39:39 +0000 2023;1687941461164371968;""JIS and TIM salah sejak lahir" kata Sekda DKI secara jujur. Inikan hasil karya Anies yang dibanggakan tapi berantakan. Anies jadi Gubernur sejak kampanye sudah gaduh, apalagi Capres.  Pro Kontra Mengemuka Usai Sekda DKI Bilang JIS-TIM Salah Sejak Lahir https://t.co/nsUsPiwWWx";0;0;0;0;in;1413761782238253062;1687941461164371968;AryaAsya4;https://twitter.com/AryaAsya4/status/1687941461164371968
Sat Aug 05 21:34:08 +0000 2023;1687940075093446656;"Magic aura ma mort câpres LSDA, FF... 😍";0;0;0;0;fr;154600642;1687940075093446656;Evalse_;https://twitter.com/Evalse_/status/1687940075093446656
Sat Aug 05 21:31:47 +0000 2023;1687939483097010177;"@DavidWijaya82 @Joker_Wedoks @psi_id Dulu main star duluan tapi begitu udah di tetapkan sebagai capres ko psi nga ikut gabung kaya, p3 hanura,perindo tapi bicara di depan publik merasa paling di zolimin oleh pdi p aneh psi ..";0;0;0;0;in;1686788400962260992;1687448650300157952;CsPariman22325;https://twitter.com/CsPariman22325/status/1687939483097010177
Sat Aug 05 21:29:32 +0000 2023;1687938913825148928;"@goddestmess @tubirfess Rekam jejak di jkt belum tentu sama dengan mengelola Indonesia. APBD &amp  PAD DKI lebih tinggi jauh.  Tentu hal ini berlaku juga buar Ganjar dan Prabowo selaku capres lain nya.  Ane setuju dengan konsep saham yang digaungkan Anies, tapi belum tentu ini menghilangkan pengangguran.";0;1;0;0;in;852617601570164736;1687702832487739392;sultohn;https://twitter.com/sultohn/status/1687938913825148928
Sat Aug 05 21:15:07 +0000 2023;1687935289283780608;"@aniesbaswedan @PKSejahtera @pksjabar @aheryawan Kalo untuk sekelas capres peserta nya seuprit. Tanda" Nyungsep dah didepan mata";0;0;0;0;in;1673365187125219328;1687825914179256320;InderaPard26908;https://twitter.com/InderaPard26908/status/1687935289283780608
Sat Aug 05 21:11:23 +0000 2023;1687934349692534784;"Habib Aboe Soal Dukungan Capres: Setiap Partai Punya Hak Masing-masing https://t.co/esknsZu9iB https://t.co/FEX7n7dO0l";0;0;0;0;in;852441058399080448;1687934349692534784;PKSMuktiwari;https://twitter.com/PKSMuktiwari/status/1687934349692534784
Sat Aug 05 21:11:16 +0000 2023;1687934317123747841;"Kritisi Uji Materi Usia Capres/Cawapres, HNW: Kenegarawanan dan Konsistensi MK Diuji https://t.co/aA1jhzEGb7 https://t.co/dURLgYAYGK";0;0;0;0;in;852441058399080448;1687934317123747841;PKSMuktiwari;https://twitter.com/PKSMuktiwari/status/1687934317123747841
Sat Aug 05 21:05:09 +0000 2023;1687932778514427905;"@Intelcrimsv Que paso con la versión que atrás quedaron los mismos de siempre ?...después de todo siguen en CAPRES";0;0;0;0;es;1136383642106814464;1687686644835479552;Josueisa3;https://twitter.com/Josueisa3/status/1687932778514427905
Sat Aug 05 21:01:52 +0000 2023;1687931954480685056;"@jonnedi @arifin34533 Jika ada spanduk partai atau capres kadrun yg sobek.. pasti  kadrun  meratap merasa di dzolimi dan masuk neraka jahanam yg merobek nya 🤣🤣🤣. Betapa kebebvian mereka begitu dalam sàmpai² baligo juga di sobek";0;1;1;2;in;1118228221231636480;1687721205942693888;H4l1mun_D1n61n;https://twitter.com/H4l1mun_D1n61n/status/1687931954480685056
Sat Aug 05 21:01:10 +0000 2023;1687931777732718592;"@Dennysiregar7 3. Saat debat capres nnti, berarti Gibran dan Pak Jokowi akan berhadapan dng Pak Ganjar dan pdip..?? Apa iya Pak Jokowi dan Gibran serendah itu..?? Kalaupun Pak Jokowi dan Gibran mengambil jln itu.. ya mau gk mau kita, minimal saya lawan..!!!";0;0;0;1;in;930136234017427457;1687841812780843009;sonny_ichsan;https://twitter.com/sonny_ichsan/status/1687931777732718592
Sat Aug 05 20:53:06 +0000 2023;1687929747823869952;"@VIVAcoid Benar, makanya gw mau pilih capres yang bisa me bawa perubahan lebih baik berbangsa dan bernegara";0;0;0;0;in;1035582359284793344;1687079144700751879;Wahyu16D;https://twitter.com/Wahyu16D/status/1687929747823869952
Sat Aug 05 20:31:39 +0000 2023;1687924346663350272;"@rangerspink_ Nanti bakal ada salah satu capres yg sok jadi pahlawan nih. Wkwkkw..";0;0;0;0;in;1600778723422535681;1687888083717705729;rskanandaaa;https://twitter.com/rskanandaaa/status/1687924346663350272
Sat Aug 05 20:28:01 +0000 2023;1687923433517322240;"Anies Capres Mesum  #AniesGaBecus  #AniesGaBener  #AniesDidukungKoruptor  #TenggelamkanAniesBaswedan https://t.co/Ge3Hnu6dRd";0;1;0;1;ca;1614303303051153409;1687923433517322240;mocicang;https://twitter.com/mocicang/status/1687923433517322240
Sat Aug 05 20:17:36 +0000 2023;1687920812387618816;"Jelas sepi , capres paling gagal kok! Rakyat udah tau kalo capres ga bisa kerja https://t.co/5lWUnbGwyY";0;0;0;0;in;1648484323644022784;1687920812387618816;tollbgst6912;https://twitter.com/tollbgst6912/status/1687920812387618816
Sat Aug 05 20:17:27 +0000 2023;1687920775674961920;"Jelas sepi , capres paling gagal kok! Rakyat udah tau kalo capres ga bisa kerja https://t.co/tt6FH5k21S";0;0;0;0;in;1648484323644022784;1687920775674961920;tollbgst6912;https://twitter.com/tollbgst6912/status/1687920775674961920
Sat Aug 05 20:15:08 +0000 2023;1687920190594719744;"Berita Prabowo :  Prabowo Subianto Subianto Capres Primadona Generasi Muda - https://t.co/RClfU7jfLn #Prabowo #BangkitBersama https://t.co/so2rq3HwTJ";0;0;0;0;es;465458275;1687920190594719744;Disuruh_Iben;https://twitter.com/Disuruh_Iben/status/1687920190594719744
Sat Aug 05 20:13:49 +0000 2023;1687919862281302016;"Habib Aboe Soal Dukungan Capres: Setiap Partai Punya Hak Masing-masing https://t.co/kpa32RdLyz";0;0;0;0;in;852447120170733568;1687919862281302016;PKS_Wanasari;https://twitter.com/PKS_Wanasari/status/1687919862281302016
Sat Aug 05 20:13:43 +0000 2023;1687919835794280450;"Kritisi Uji Materi Usia Capres/Cawapres, HNW: Kenegarawanan dan Konsistensi MK Diuji https://t.co/TfKnvRFXAM";0;0;0;0;in;852447120170733568;1687919835794280450;PKS_Wanasari;https://twitter.com/PKS_Wanasari/status/1687919835794280450
Sat Aug 05 20:09:42 +0000 2023;1687918825298366464;"Woi @miduk ... Capres kau ini ya";0;0;0;0;in;1106371538;1687918825298366464;inthanlubis;https://twitter.com/inthanlubis/status/1687918825298366464
Sat Aug 05 19:27:47 +0000 2023;1687908275139006464;"@musniumar Kalau secara kepartaian itu mungkin² saja partai GOLKAR tidak mendukung ANIES RASYID BASWEDAN sebagai CAPRES, tapi secara kerakyatan RAKYAT INDONESIA Pasti mendukung ANIES RASYID BASWEDAN untuk maju sebagai CALON PRESIDEN, Karena Suara Rakyat bukan Untuk partai, tapi untuk NKRI.";0;0;0;0;in;1504222297338806272;1686731359489007616;kismanolo184554;https://twitter.com/kismanolo184554/status/1687908275139006464
